"","Event","Date_Time","TemperatureC","Field","Pop","Cage","Height","Treatment"
"154",154,"07/17/2021 23:58:49",20.03,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"155",155,"07/18/2021 00:58:49",19.77,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"156",156,"07/18/2021 01:58:49",19.35,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"157",157,"07/18/2021 02:58:49",18.87,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"158",158,"07/18/2021 03:58:49",19,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"159",159,"07/18/2021 04:58:49",18.83,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"160",160,"07/18/2021 05:58:49",19,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"161",161,"07/18/2021 06:58:49",19.52,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"162",162,"07/18/2021 07:58:49",20.89,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"163",163,"07/18/2021 08:58:49",22.78,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"164",164,"07/18/2021 09:58:49",23.16,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"165",165,"07/18/2021 10:58:49",25.27,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"166",166,"07/18/2021 11:58:49",25.09,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"167",167,"07/18/2021 12:58:49",26.08,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"168",168,"07/18/2021 13:58:49",27.58,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"169",169,"07/18/2021 14:58:49",27.02,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"170",170,"07/18/2021 15:58:49",28.18,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"171",171,"07/18/2021 16:58:49",24.84,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"172",172,"07/18/2021 17:58:49",22.43,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"173",173,"07/18/2021 18:58:49",21.28,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"174",174,"07/18/2021 19:58:49",20.33,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"175",175,"07/18/2021 20:58:49",19.95,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"176",176,"07/18/2021 21:58:49",19.82,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"177",177,"07/18/2021 22:58:49",19.47,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"178",178,"07/18/2021 23:58:49",19.22,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"179",179,"07/19/2021 00:58:49",19.09,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"180",180,"07/19/2021 01:58:49",18.87,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"181",181,"07/19/2021 02:58:49",18.66,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"182",182,"07/19/2021 03:58:49",18.44,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"183",183,"07/19/2021 04:58:49",18.36,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"184",184,"07/19/2021 05:58:49",18.23,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"185",185,"07/19/2021 06:58:49",18.66,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"186",186,"07/19/2021 07:58:49",19.22,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"187",187,"07/19/2021 08:58:49",19.86,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"188",188,"07/19/2021 09:58:49",20.55,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"189",189,"07/19/2021 10:58:49",21.02,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"190",190,"07/19/2021 11:58:49",21.49,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"191",191,"07/19/2021 12:58:49",21.92,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"192",192,"07/19/2021 13:58:49",22.31,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"193",193,"07/19/2021 14:58:49",23.68,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"194",194,"07/19/2021 15:58:49",25.39,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"195",195,"07/19/2021 16:58:49",26.3,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"196",196,"07/19/2021 17:58:49",22.52,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"197",197,"07/19/2021 18:58:49",22.01,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"198",198,"07/19/2021 19:58:49",20.63,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"199",199,"07/19/2021 20:58:49",18.06,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"200",200,"07/19/2021 21:58:49",16.6,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"201",201,"07/19/2021 22:58:49",16.56,"YF","UP","S_UPS_H1_40",40,"Herbivore"
"202",202,"07/19/2021 23:58:49",16.3,"YF","UP","S_UPS_H1_40",40,"Herbivore"
