"","Event","Date_Time","TemperatureC","Field","Pop","Cage","Height","Treatment"
"142",142,"08/14/2021 06:12:56",21.15,"UP","UP","S_UPH_V1_20",20,"Veg"
"143",143,"08/14/2021 07:12:56",21.83,"UP","UP","S_UPH_V1_20",20,"Veg"
"144",144,"08/14/2021 08:12:56",20.68,"UP","UP","S_UPH_V1_20",20,"Veg"
"145",145,"08/14/2021 09:12:56",20.55,"UP","UP","S_UPH_V1_20",20,"Veg"
"146",146,"08/14/2021 10:12:56",20.76,"UP","UP","S_UPH_V1_20",20,"Veg"
"147",147,"08/14/2021 11:12:56",24.11,"UP","UP","S_UPH_V1_20",20,"Veg"
"148",148,"08/14/2021 12:12:56",24.28,"UP","UP","S_UPH_V1_20",20,"Veg"
"149",149,"08/14/2021 13:12:56",25.09,"UP","UP","S_UPH_V1_20",20,"Veg"
"150",150,"08/14/2021 14:12:56",29.08,"UP","UP","S_UPH_V1_20",20,"Veg"
"151",151,"08/14/2021 15:12:56",31.49,"UP","UP","S_UPH_V1_20",20,"Veg"
"152",152,"08/14/2021 16:12:56",31.36,"UP","UP","S_UPH_V1_20",20,"Veg"
"153",153,"08/14/2021 17:12:56",29.21,"UP","UP","S_UPH_V1_20",20,"Veg"
"154",154,"08/14/2021 18:12:56",27.97,"UP","UP","S_UPH_V1_20",20,"Veg"
"155",155,"08/14/2021 19:12:56",24.75,"UP","UP","S_UPH_V1_20",20,"Veg"
"156",156,"08/14/2021 20:12:56",20.98,"UP","UP","S_UPH_V1_20",20,"Veg"
"157",157,"08/14/2021 21:12:56",19.6,"UP","UP","S_UPH_V1_20",20,"Veg"
"158",158,"08/14/2021 22:12:56",18.79,"UP","UP","S_UPH_V1_20",20,"Veg"
"159",159,"08/14/2021 23:12:56",17.84,"UP","UP","S_UPH_V1_20",20,"Veg"
"160",160,"08/15/2021 00:12:56",16.21,"UP","UP","S_UPH_V1_20",20,"Veg"
"161",161,"08/15/2021 01:12:56",16.51,"UP","UP","S_UPH_V1_20",20,"Veg"
"162",162,"08/15/2021 02:12:56",13.85,"UP","UP","S_UPH_V1_20",20,"Veg"
"163",163,"08/15/2021 03:12:56",14.03,"UP","UP","S_UPH_V1_20",20,"Veg"
"164",164,"08/15/2021 04:12:56",12.61,"UP","UP","S_UPH_V1_20",20,"Veg"
"165",165,"08/15/2021 05:12:56",11.92,"UP","UP","S_UPH_V1_20",20,"Veg"
"166",166,"08/15/2021 06:12:56",11.97,"UP","UP","S_UPH_V1_20",20,"Veg"
"167",167,"08/15/2021 07:12:56",13.6,"UP","UP","S_UPH_V1_20",20,"Veg"
"168",168,"08/15/2021 08:12:56",17.59,"UP","UP","S_UPH_V1_20",20,"Veg"
"169",169,"08/15/2021 09:12:56",20.76,"UP","UP","S_UPH_V1_20",20,"Veg"
