Event,Date_Time,,TemperatureC,Field,Pop,Cage,Height,Treatment
304,2021-08-11 0:37:49,76.47,24.71,UP,HF,S_HFN_H1,20,Herbivore
305,2021-08-11 1:37:49,76.01,24.45,UP,HF,S_HFN_H1,20,Herbivore
306,2021-08-11 2:37:49,75.55,24.19,UP,HF,S_HFN_H1,20,Herbivore
307,2021-08-11 3:37:49,73.39,22.99,UP,HF,S_HFN_H1,20,Herbivore
308,2021-08-11 4:37:49,72.38,22.43,UP,HF,S_HFN_H1,20,Herbivore
309,2021-08-11 5:37:49,73.08,22.82,UP,HF,S_HFN_H1,20,Herbivore
310,2021-08-11 6:37:49,73.00,22.78,UP,HF,S_HFN_H1,20,Herbivore
311,2021-08-11 7:37:49,73.15,22.86,UP,HF,S_HFN_H1,20,Herbivore
312,2021-08-11 8:37:49,74.16,23.42,UP,HF,S_HFN_H1,20,Herbivore
313,2021-08-11 9:37:49,76.94,24.97,UP,HF,S_HFN_H1,20,Herbivore
314,2021-08-11 10:37:49,78.02,25.57,UP,HF,S_HFN_H1,20,Herbivore
315,2021-08-11 11:37:49,84.81,29.34,UP,HF,S_HFN_H1,20,Herbivore
316,2021-08-11 12:37:49,86.74,30.41,UP,HF,S_HFN_H1,20,Herbivore
317,2021-08-11 13:37:49,92.23,33.46,UP,HF,S_HFN_H1,20,Herbivore
318,2021-08-11 14:37:49,98.33,36.85,UP,HF,S_HFN_H1,20,Herbivore
319,2021-08-11 15:37:49,101.80,38.78,UP,HF,S_HFN_H1,20,Herbivore
320,2021-08-11 16:37:49,101.80,38.78,UP,HF,S_HFN_H1,20,Herbivore
321,2021-08-11 17:37:49,93.31,34.06,UP,HF,S_HFN_H1,20,Herbivore
322,2021-08-11 18:37:49,89.76,32.09,UP,HF,S_HFN_H1,20,Herbivore
323,2021-08-11 19:37:49,82.96,28.31,UP,HF,S_HFN_H1,20,Herbivore
324,2021-08-11 20:37:49,77.17,25.09,UP,HF,S_HFN_H1,20,Herbivore
325,2021-08-11 21:37:49,76.40,24.66,UP,HF,S_HFN_H1,20,Herbivore
326,2021-08-11 22:37:49,74.54,23.64,UP,HF,S_HFN_H1,20,Herbivore
327,2021-08-11 23:37:49,73.39,22.99,UP,HF,S_HFN_H1,20,Herbivore
328,2021-08-12 0:37:49,71.38,21.88,UP,HF,S_HFN_H1,20,Herbivore
329,2021-08-12 1:37:49,72.69,22.61,UP,HF,S_HFN_H1,20,Herbivore
330,2021-08-12 2:37:49,70.91,21.62,UP,HF,S_HFN_H1,20,Herbivore
331,2021-08-12 3:37:49,72.61,22.56,UP,HF,S_HFN_H1,20,Herbivore
332,2021-08-12 4:37:49,72.61,22.56,UP,HF,S_HFN_H1,20,Herbivore
333,2021-08-12 5:37:49,73.69,23.16,UP,HF,S_HFN_H1,20,Herbivore
334,2021-08-12 6:37:49,74.08,23.38,UP,HF,S_HFN_H1,20,Herbivore
335,2021-08-12 7:37:49,75.55,24.19,UP,HF,S_HFN_H1,20,Herbivore
336,2021-08-12 8:37:49,78.79,25.99,UP,HF,S_HFN_H1,20,Herbivore
337,2021-08-12 9:37:49,84.35,29.08,UP,HF,S_HFN_H1,20,Herbivore
338,2021-08-12 10:37:49,86.74,30.41,UP,HF,S_HFN_H1,20,Herbivore
339,2021-08-12 11:37:49,91.45,33.03,UP,HF,S_HFN_H1,20,Herbivore
340,2021-08-12 12:37:49,88.98,31.66,UP,HF,S_HFN_H1,20,Herbivore
341,2021-08-12 13:37:49,88.83,31.57,UP,HF,S_HFN_H1,20,Herbivore
342,2021-08-12 14:37:49,86.36,30.20,UP,HF,S_HFN_H1,20,Herbivore
343,2021-08-12 15:37:49,87.98,31.10,UP,HF,S_HFN_H1,20,Herbivore
344,2021-08-12 16:37:49,85.82,29.90,UP,HF,S_HFN_H1,20,Herbivore
345,2021-08-12 17:37:49,91.15,32.86,UP,HF,S_HFN_H1,20,Herbivore
346,2021-08-12 18:37:49,87.52,30.84,UP,HF,S_HFN_H1,20,Herbivore
347,2021-08-12 19:37:49,82.03,27.80,UP,HF,S_HFN_H1,20,Herbivore
348,2021-08-12 20:37:49,76.47,24.71,UP,HF,S_HFN_H1,20,Herbivore
349,2021-08-12 21:37:49,75.32,24.06,UP,HF,S_HFN_H1,20,Herbivore
350,2021-08-12 22:37:49,71.30,21.83,UP,HF,S_HFN_H1,20,Herbivore
351,2021-08-12 23:37:49,71.53,21.96,UP,HF,S_HFN_H1,20,Herbivore
352,2021-08-13 0:37:49,71.53,21.96,UP,HF,S_HFN_H1,20,Herbivore
353,2021-08-13 1:37:49,69.29,20.72,UP,HF,S_HFN_H1,20,Herbivore
354,2021-08-13 2:37:49,69.37,20.76,UP,HF,S_HFN_H1,20,Herbivore
355,2021-08-13 3:37:49,68.98,20.55,UP,HF,S_HFN_H1,20,Herbivore
356,2021-08-13 4:37:49,68.13,20.07,UP,HF,S_HFN_H1,20,Herbivore
357,2021-08-13 5:37:49,65.51,18.62,UP,HF,S_HFN_H1,20,Herbivore
358,2021-08-13 6:37:49,66.51,19.17,UP,HF,S_HFN_H1,20,Herbivore
359,2021-08-13 7:37:49,71.30,21.83,UP,HF,S_HFN_H1,20,Herbivore
360,2021-08-13 8:37:49,77.71,25.39,UP,HF,S_HFN_H1,20,Herbivore
361,2021-08-13 9:37:49,83.42,28.57,UP,HF,S_HFN_H1,20,Herbivore
362,2021-08-13 10:37:49,88.29,31.27,UP,HF,S_HFN_H1,20,Herbivore
363,2021-08-13 11:37:49,89.99,32.22,UP,HF,S_HFN_H1,20,Herbivore
364,2021-08-13 12:37:49,92.23,33.46,UP,HF,S_HFN_H1,20,Herbivore
365,2021-08-13 13:37:49,94.39,34.66,UP,HF,S_HFN_H1,20,Herbivore
366,2021-08-13 14:37:49,95.08,35.05,UP,HF,S_HFN_H1,20,Herbivore
367,2021-08-13 15:37:49,102.57,39.21,UP,HF,S_HFN_H1,20,Herbivore
368,2021-08-13 16:37:49,102.96,39.42,UP,HF,S_HFN_H1,20,Herbivore
369,2021-08-13 17:37:49,92.92,33.85,UP,HF,S_HFN_H1,20,Herbivore
370,2021-08-13 18:37:49,84.66,29.26,UP,HF,S_HFN_H1,20,Herbivore
371,2021-08-13 19:37:49,78.71,25.95,UP,HF,S_HFN_H1,20,Herbivore
372,2021-08-13 20:37:49,75.32,24.06,UP,HF,S_HFN_H1,20,Herbivore
373,2021-08-13 21:37:49,74.31,23.51,UP,HF,S_HFN_H1,20,Herbivore
374,2021-08-13 22:37:49,74.47,23.59,UP,HF,S_HFN_H1,20,Herbivore
375,2021-08-13 23:37:49,74.08,23.38,UP,HF,S_HFN_H1,20,Herbivore
376,2021-08-14 0:37:49,73.08,22.82,UP,HF,S_HFN_H1,20,Herbivore
377,2021-08-14 1:37:49,72.84,22.69,UP,HF,S_HFN_H1,20,Herbivore
378,2021-08-14 2:37:49,71.76,22.09,UP,HF,S_HFN_H1,20,Herbivore
379,2021-08-14 3:37:49,71.07,21.70,UP,HF,S_HFN_H1,20,Herbivore
380,2021-08-14 4:37:49,70.45,21.36,UP,HF,S_HFN_H1,20,Herbivore
381,2021-08-14 5:37:49,71.07,21.70,UP,HF,S_HFN_H1,20,Herbivore
382,2021-08-14 6:37:49,70.99,21.66,UP,HF,S_HFN_H1,20,Herbivore
383,2021-08-14 7:37:49,69.29,20.72,UP,HF,S_HFN_H1,20,Herbivore
384,2021-08-14 8:37:49,68.44,20.25,UP,HF,S_HFN_H1,20,Herbivore
385,2021-08-14 9:37:49,69.83,21.02,UP,HF,S_HFN_H1,20,Herbivore
386,2021-08-14 10:37:49,71.76,22.09,UP,HF,S_HFN_H1,20,Herbivore
387,2021-08-14 11:37:49,77.25,25.14,UP,HF,S_HFN_H1,20,Herbivore
388,2021-08-14 12:37:49,72.92,22.73,UP,HF,S_HFN_H1,20,Herbivore
389,2021-08-14 13:37:49,79.95,26.64,UP,HF,S_HFN_H1,20,Herbivore
390,2021-08-14 14:37:49,87.90,31.06,UP,HF,S_HFN_H1,20,Herbivore
391,2021-08-14 15:37:49,91.15,32.86,UP,HF,S_HFN_H1,20,Herbivore
392,2021-08-14 16:37:49,93.54,34.19,UP,HF,S_HFN_H1,20,Herbivore
393,2021-08-14 17:37:49,90.06,32.26,UP,HF,S_HFN_H1,20,Herbivore
394,2021-08-14 18:37:49,84.89,29.38,UP,HF,S_HFN_H1,20,Herbivore
395,2021-08-14 19:37:49,71.92,22.18,UP,HF,S_HFN_H1,20,Herbivore
396,2021-08-14 20:37:49,66.36,19.09,UP,HF,S_HFN_H1,20,Herbivore
397,2021-08-14 21:37:49,65.59,18.66,UP,HF,S_HFN_H1,20,Herbivore
398,2021-08-14 22:37:49,63.27,17.37,UP,HF,S_HFN_H1,20,Herbivore
399,2021-08-14 23:37:49,61.49,16.39,UP,HF,S_HFN_H1,20,Herbivore
400,2021-08-15 0:37:49,60.80,16.00,UP,HF,S_HFN_H1,20,Herbivore
401,2021-08-15 1:37:49,58.64,14.80,UP,HF,S_HFN_H1,20,Herbivore
402,2021-08-15 2:37:49,56.55,13.64,UP,HF,S_HFN_H1,20,Herbivore
403,2021-08-15 3:37:49,55.55,13.08,UP,HF,S_HFN_H1,20,Herbivore
404,2021-08-15 4:37:49,54.39,12.44,UP,HF,S_HFN_H1,20,Herbivore
405,2021-08-15 5:37:49,53.62,12.01,UP,HF,S_HFN_H1,20,Herbivore
406,2021-08-15 6:37:49,54.08,12.27,UP,HF,S_HFN_H1,20,Herbivore
407,2021-08-15 7:37:49,58.79,14.88,UP,HF,S_HFN_H1,20,Herbivore
408,2021-08-15 8:37:49,67.36,19.65,UP,HF,S_HFN_H1,20,Herbivore
409,2021-08-15 9:37:49,73.85,23.25,UP,HF,S_HFN_H1,20,Herbivore
410,2021-08-15 10:37:49,76.63,24.79,UP,HF,S_HFN_H1,20,Herbivore
411,2021-08-15 11:37:49,76.47,24.71,UP,HF,S_HFN_H1,20,Herbivore
412,2021-08-15 12:37:49,77.86,25.48,UP,HF,S_HFN_H1,20,Herbivore
413,2021-08-15 13:37:49,81.42,27.45,UP,HF,S_HFN_H1,20,Herbivore
414,2021-08-15 14:37:49,87.44,30.80,UP,HF,S_HFN_H1,20,Herbivore
415,2021-08-15 15:37:49,91.45,33.03,UP,HF,S_HFN_H1,20,Herbivore
416,2021-08-15 16:37:49,93.69,34.27,UP,HF,S_HFN_H1,20,Herbivore
417,2021-08-15 17:37:49,91.92,33.29,UP,HF,S_HFN_H1,20,Herbivore
418,2021-08-15 18:37:49,83.04,28.35,UP,HF,S_HFN_H1,20,Herbivore
419,2021-08-15 19:37:49,66.82,19.35,UP,HF,S_HFN_H1,20,Herbivore
420,2021-08-15 20:37:49,58.10,14.50,UP,HF,S_HFN_H1,20,Herbivore
421,2021-08-15 21:37:49,56.40,13.55,UP,HF,S_HFN_H1,20,Herbivore
422,2021-08-15 22:37:49,54.39,12.44,UP,HF,S_HFN_H1,20,Herbivore
423,2021-08-15 23:37:49,52.69,11.49,UP,HF,S_HFN_H1,20,Herbivore
424,2021-08-16 0:37:49,52.07,11.15,UP,HF,S_HFN_H1,20,Herbivore
425,2021-08-16 1:37:49,51.38,10.77,UP,HF,S_HFN_H1,20,Herbivore
426,2021-08-16 2:37:49,51.07,10.59,UP,HF,S_HFN_H1,20,Herbivore
427,2021-08-16 3:37:49,50.45,10.25,UP,HF,S_HFN_H1,20,Herbivore
428,2021-08-16 4:37:49,49.83,9.91,UP,HF,S_HFN_H1,20,Herbivore
429,2021-08-16 5:37:49,49.22,9.56,UP,HF,S_HFN_H1,20,Herbivore
430,2021-08-16 6:37:49,49.91,9.95,UP,HF,S_HFN_H1,20,Herbivore
431,2021-08-16 7:37:49,53.93,12.18,UP,HF,S_HFN_H1,20,Herbivore
432,2021-08-16 8:37:49,60.88,16.04,UP,HF,S_HFN_H1,20,Herbivore
433,2021-08-16 9:37:49,69.76,20.98,UP,HF,S_HFN_H1,20,Herbivore
434,2021-08-16 10:37:49,77.17,25.09,UP,HF,S_HFN_H1,20,Herbivore
435,2021-08-16 11:37:49,79.49,26.38,UP,HF,S_HFN_H1,20,Herbivore
436,2021-08-16 12:37:49,82.42,28.01,UP,HF,S_HFN_H1,20,Herbivore
437,2021-08-16 13:37:49,84.04,28.91,UP,HF,S_HFN_H1,20,Herbivore
438,2021-08-16 14:37:49,87.13,30.63,UP,HF,S_HFN_H1,20,Herbivore
439,2021-08-16 15:37:49,84.12,28.95,UP,HF,S_HFN_H1,20,Herbivore
440,2021-08-16 16:37:49,95.32,35.18,UP,HF,S_HFN_H1,20,Herbivore
441,2021-08-16 17:37:49,91.53,33.07,UP,HF,S_HFN_H1,20,Herbivore
442,2021-08-16 18:37:49,78.33,25.74,UP,HF,S_HFN_H1,20,Herbivore
443,2021-08-16 19:37:49,67.36,19.65,UP,HF,S_HFN_H1,20,Herbivore
444,2021-08-16 20:37:49,61.26,16.26,UP,HF,S_HFN_H1,20,Herbivore
445,2021-08-16 21:37:49,58.64,14.80,UP,HF,S_HFN_H1,20,Herbivore
446,2021-08-16 22:37:49,57.09,13.94,UP,HF,S_HFN_H1,20,Herbivore
447,2021-08-16 23:37:49,56.24,13.47,UP,HF,S_HFN_H1,20,Herbivore
448,2021-08-17 0:37:49,57.17,13.98,UP,HF,S_HFN_H1,20,Herbivore
449,2021-08-17 1:37:49,56.78,13.77,UP,HF,S_HFN_H1,20,Herbivore
450,2021-08-17 2:37:49,55.78,13.21,UP,HF,S_HFN_H1,20,Herbivore
451,2021-08-17 3:37:49,55.24,12.91,UP,HF,S_HFN_H1,20,Herbivore
452,2021-08-17 4:37:49,55.70,13.17,UP,HF,S_HFN_H1,20,Herbivore
453,2021-08-17 5:37:49,56.94,13.85,UP,HF,S_HFN_H1,20,Herbivore
454,2021-08-17 6:37:49,59.10,15.06,UP,HF,S_HFN_H1,20,Herbivore
455,2021-08-17 7:37:49,61.80,16.56,UP,HF,S_HFN_H1,20,Herbivore
456,2021-08-17 8:37:49,63.89,17.72,UP,HF,S_HFN_H1,20,Herbivore
457,2021-08-17 9:37:49,62.88,17.16,UP,HF,S_HFN_H1,20,Herbivore
458,2021-08-17 10:37:49,67.67,19.82,UP,HF,S_HFN_H1,20,Herbivore
459,2021-08-17 11:37:49,71.45,21.92,UP,HF,S_HFN_H1,20,Herbivore
460,2021-08-17 12:37:49,69.68,20.93,UP,HF,S_HFN_H1,20,Herbivore
461,2021-08-17 13:37:49,71.53,21.96,UP,HF,S_HFN_H1,20,Herbivore
462,2021-08-17 14:37:49,74.23,23.46,UP,HF,S_HFN_H1,20,Herbivore
463,2021-08-17 15:37:49,73.93,23.29,UP,HF,S_HFN_H1,20,Herbivore
464,2021-08-17 16:37:49,73.54,23.08,UP,HF,S_HFN_H1,20,Herbivore
465,2021-08-17 17:37:49,71.30,21.83,UP,HF,S_HFN_H1,20,Herbivore
466,2021-08-17 18:37:49,69.45,20.80,UP,HF,S_HFN_H1,20,Herbivore
467,2021-08-17 19:37:49,69.14,20.63,UP,HF,S_HFN_H1,20,Herbivore
468,2021-08-17 20:37:49,68.52,20.29,UP,HF,S_HFN_H1,20,Herbivore
469,2021-08-17 21:37:49,68.21,20.12,UP,HF,S_HFN_H1,20,Herbivore
470,2021-08-17 22:37:49,68.52,20.29,UP,HF,S_HFN_H1,20,Herbivore
471,2021-08-17 23:37:49,68.91,20.50,UP,HF,S_HFN_H1,20,Herbivore
472,2021-08-18 0:37:49,69.06,20.59,UP,HF,S_HFN_H1,20,Herbivore
473,2021-08-18 1:37:49,69.22,20.68,UP,HF,S_HFN_H1,20,Herbivore
474,2021-08-18 2:37:49,69.22,20.68,UP,HF,S_HFN_H1,20,Herbivore
475,2021-08-18 3:37:49,69.37,20.76,UP,HF,S_HFN_H1,20,Herbivore
476,2021-08-18 4:37:49,68.98,20.55,UP,HF,S_HFN_H1,20,Herbivore
477,2021-08-18 5:37:49,68.60,20.33,UP,HF,S_HFN_H1,20,Herbivore
478,2021-08-18 6:37:49,68.91,20.50,UP,HF,S_HFN_H1,20,Herbivore
479,2021-08-18 7:37:49,69.99,21.10,UP,HF,S_HFN_H1,20,Herbivore
480,2021-08-18 8:37:49,70.45,21.36,UP,HF,S_HFN_H1,20,Herbivore
481,2021-08-18 9:37:49,72.46,22.48,UP,HF,S_HFN_H1,20,Herbivore
482,2021-08-18 10:37:49,73.39,22.99,UP,HF,S_HFN_H1,20,Herbivore
483,2021-08-18 11:37:49,75.16,23.98,UP,HF,S_HFN_H1,20,Herbivore
484,2021-08-18 12:37:49,79.02,26.12,UP,HF,S_HFN_H1,20,Herbivore
485,2021-08-18 13:37:49,79.02,26.12,UP,HF,S_HFN_H1,20,Herbivore
486,2021-08-18 14:37:49,80.18,26.77,UP,HF,S_HFN_H1,20,Herbivore
487,2021-08-18 15:37:49,78.87,26.04,UP,HF,S_HFN_H1,20,Herbivore
488,2021-08-18 16:37:49,79.56,26.42,UP,HF,S_HFN_H1,20,Herbivore
489,2021-08-18 17:37:49,79.41,26.34,UP,HF,S_HFN_H1,20,Herbivore
490,2021-08-18 18:37:49,79.41,26.34,UP,HF,S_HFN_H1,20,Herbivore
491,2021-08-18 19:37:49,73.77,23.21,UP,HF,S_HFN_H1,20,Herbivore
492,2021-08-18 20:37:49,70.68,21.49,UP,HF,S_HFN_H1,20,Herbivore
493,2021-08-18 21:37:49,71.45,21.92,UP,HF,S_HFN_H1,20,Herbivore
494,2021-08-18 22:37:49,70.61,21.45,UP,HF,S_HFN_H1,20,Herbivore
495,2021-08-18 23:37:49,70.45,21.36,UP,HF,S_HFN_H1,20,Herbivore
496,2021-08-19 0:37:49,70.53,21.40,UP,HF,S_HFN_H1,20,Herbivore
497,2021-08-19 1:37:49,69.68,20.93,UP,HF,S_HFN_H1,20,Herbivore
498,2021-08-19 2:37:49,69.68,20.93,UP,HF,S_HFN_H1,20,Herbivore
499,2021-08-19 3:37:49,69.37,20.76,UP,HF,S_HFN_H1,20,Herbivore
500,2021-08-19 4:37:49,69.37,20.76,UP,HF,S_HFN_H1,20,Herbivore
501,2021-08-19 5:37:49,69.60,20.89,UP,HF,S_HFN_H1,20,Herbivore
502,2021-08-19 6:37:49,69.68,20.93,UP,HF,S_HFN_H1,20,Herbivore
503,2021-08-19 7:37:49,69.83,21.02,UP,HF,S_HFN_H1,20,Herbivore
504,2021-08-19 8:37:49,70.30,21.28,UP,HF,S_HFN_H1,20,Herbivore
505,2021-08-19 9:37:49,71.61,22.01,UP,HF,S_HFN_H1,20,Herbivore
506,2021-08-19 10:37:49,71.15,21.75,UP,HF,S_HFN_H1,20,Herbivore
507,2021-08-19 11:37:49,75.62,24.24,UP,HF,S_HFN_H1,20,Herbivore
508,2021-08-19 12:37:49,79.18,26.21,UP,HF,S_HFN_H1,20,Herbivore
509,2021-08-19 13:37:49,76.01,24.45,UP,HF,S_HFN_H1,20,Herbivore
510,2021-08-19 14:37:49,75.08,23.94,UP,HF,S_HFN_H1,20,Herbivore
511,2021-08-19 15:37:49,76.01,24.45,UP,HF,S_HFN_H1,20,Herbivore
512,2021-08-19 16:37:49,73.62,23.12,UP,HF,S_HFN_H1,20,Herbivore
513,2021-08-19 17:37:49,72.77,22.65,UP,HF,S_HFN_H1,20,Herbivore
514,2021-08-19 18:37:49,71.69,22.05,UP,HF,S_HFN_H1,20,Herbivore
515,2021-08-19 19:37:49,70.45,21.36,UP,HF,S_HFN_H1,20,Herbivore
516,2021-08-19 20:37:49,70.06,21.15,UP,HF,S_HFN_H1,20,Herbivore
517,2021-08-19 21:37:49,69.68,20.93,UP,HF,S_HFN_H1,20,Herbivore
518,2021-08-19 22:37:49,69.60,20.89,UP,HF,S_HFN_H1,20,Herbivore
519,2021-08-19 23:37:49,69.45,20.80,UP,HF,S_HFN_H1,20,Herbivore
520,2021-08-20 0:37:49,69.68,20.93,UP,HF,S_HFN_H1,20,Herbivore
521,2021-08-20 1:37:49,69.37,20.76,UP,HF,S_HFN_H1,20,Herbivore
522,2021-08-20 2:37:49,69.22,20.68,UP,HF,S_HFN_H1,20,Herbivore
523,2021-08-20 3:37:49,69.91,21.06,UP,HF,S_HFN_H1,20,Herbivore
524,2021-08-20 4:37:49,69.91,21.06,UP,HF,S_HFN_H1,20,Herbivore
525,2021-08-20 5:37:49,69.06,20.59,UP,HF,S_HFN_H1,20,Herbivore
526,2021-08-20 6:37:49,68.52,20.29,UP,HF,S_HFN_H1,20,Herbivore
527,2021-08-20 7:37:49,71.76,22.09,UP,HF,S_HFN_H1,20,Herbivore
528,2021-08-20 8:37:49,74.85,23.81,UP,HF,S_HFN_H1,20,Herbivore
529,2021-08-20 9:37:49,81.26,27.37,UP,HF,S_HFN_H1,20,Herbivore
530,2021-08-20 10:37:49,79.64,26.47,UP,HF,S_HFN_H1,20,Herbivore
531,2021-08-20 11:37:49,86.13,30.07,UP,HF,S_HFN_H1,20,Herbivore
532,2021-08-20 12:37:49,87.21,30.67,UP,HF,S_HFN_H1,20,Herbivore
533,2021-08-20 13:37:49,89.29,31.83,UP,HF,S_HFN_H1,20,Herbivore
534,2021-08-20 14:37:49,92.92,33.85,UP,HF,S_HFN_H1,20,Herbivore
535,2021-08-20 15:37:49,94.62,34.79,UP,HF,S_HFN_H1,20,Herbivore
536,2021-08-20 16:37:49,96.01,35.56,UP,HF,S_HFN_H1,20,Herbivore
537,2021-08-20 17:37:49,92.15,33.42,UP,HF,S_HFN_H1,20,Herbivore
538,2021-08-20 18:37:49,86.20,30.11,UP,HF,S_HFN_H1,20,Herbivore
539,2021-08-20 19:37:49,75.32,24.06,UP,HF,S_HFN_H1,20,Herbivore
540,2021-08-20 20:37:49,70.84,21.58,UP,HF,S_HFN_H1,20,Herbivore
541,2021-08-20 21:37:49,69.37,20.76,UP,HF,S_HFN_H1,20,Herbivore
542,2021-08-20 22:37:49,68.37,20.20,UP,HF,S_HFN_H1,20,Herbivore
543,2021-08-20 23:37:49,69.37,20.76,UP,HF,S_HFN_H1,20,Herbivore
544,2021-08-21 0:37:49,68.60,20.33,UP,HF,S_HFN_H1,20,Herbivore
545,2021-08-21 1:37:49,68.44,20.25,UP,HF,S_HFN_H1,20,Herbivore
546,2021-08-21 2:37:49,68.29,20.16,UP,HF,S_HFN_H1,20,Herbivore
547,2021-08-21 3:37:49,68.13,20.07,UP,HF,S_HFN_H1,20,Herbivore
548,2021-08-21 4:37:49,67.36,19.65,UP,HF,S_HFN_H1,20,Herbivore
549,2021-08-21 5:37:49,67.59,19.77,UP,HF,S_HFN_H1,20,Herbivore
550,2021-08-21 6:37:49,68.06,20.03,UP,HF,S_HFN_H1,20,Herbivore
551,2021-08-21 7:37:49,69.68,20.93,UP,HF,S_HFN_H1,20,Herbivore
552,2021-08-21 8:37:49,75.86,24.36,UP,HF,S_HFN_H1,20,Herbivore
553,2021-08-21 9:37:49,83.66,28.70,UP,HF,S_HFN_H1,20,Herbivore
554,2021-08-21 10:37:49,87.98,31.10,UP,HF,S_HFN_H1,20,Herbivore
555,2021-08-21 11:37:49,88.29,31.27,UP,HF,S_HFN_H1,20,Herbivore
556,2021-08-21 12:37:49,90.99,32.77,UP,HF,S_HFN_H1,20,Herbivore
557,2021-08-21 13:37:49,92.00,33.33,UP,HF,S_HFN_H1,20,Herbivore
558,2021-08-21 14:37:49,97.94,36.63,UP,HF,S_HFN_H1,20,Herbivore
559,2021-08-21 15:37:49,97.94,36.63,UP,HF,S_HFN_H1,20,Herbivore
560,2021-08-21 16:37:49,93.23,34.02,UP,HF,S_HFN_H1,20,Herbivore
561,2021-08-21 17:37:49,81.18,27.32,UP,HF,S_HFN_H1,20,Herbivore
562,2021-08-21 18:37:49,79.25,26.25,UP,HF,S_HFN_H1,20,Herbivore
563,2021-08-21 19:37:49,75.62,24.24,UP,HF,S_HFN_H1,20,Herbivore
564,2021-08-21 20:37:49,73.00,22.78,UP,HF,S_HFN_H1,20,Herbivore
565,2021-08-21 21:37:49,73.08,22.82,UP,HF,S_HFN_H1,20,Herbivore
566,2021-08-21 22:37:49,72.07,22.26,UP,HF,S_HFN_H1,20,Herbivore
567,2021-08-21 23:37:49,70.14,21.19,UP,HF,S_HFN_H1,20,Herbivore
568,2021-08-22 0:37:49,70.91,21.62,UP,HF,S_HFN_H1,20,Herbivore
569,2021-08-22 1:37:49,69.83,21.02,UP,HF,S_HFN_H1,20,Herbivore
570,2021-08-22 2:37:49,68.44,20.25,UP,HF,S_HFN_H1,20,Herbivore
571,2021-08-22 3:37:49,68.21,20.12,UP,HF,S_HFN_H1,20,Herbivore
572,2021-08-22 4:37:49,67.59,19.77,UP,HF,S_HFN_H1,20,Herbivore
573,2021-08-22 5:37:49,67.13,19.52,UP,HF,S_HFN_H1,20,Herbivore
574,2021-08-22 6:37:49,67.36,19.65,UP,HF,S_HFN_H1,20,Herbivore
575,2021-08-22 7:37:49,72.07,22.26,UP,HF,S_HFN_H1,20,Herbivore
576,2021-08-22 8:37:49,74.39,23.55,UP,HF,S_HFN_H1,20,Herbivore
577,2021-08-22 9:37:49,80.57,26.98,UP,HF,S_HFN_H1,20,Herbivore
578,2021-08-22 10:37:49,83.50,28.61,UP,HF,S_HFN_H1,20,Herbivore
579,2021-08-22 11:37:49,89.45,31.92,UP,HF,S_HFN_H1,20,Herbivore
580,2021-08-22 12:37:49,91.22,32.90,UP,HF,S_HFN_H1,20,Herbivore
581,2021-08-22 13:37:49,90.53,32.52,UP,HF,S_HFN_H1,20,Herbivore
582,2021-08-22 14:37:49,84.58,29.21,UP,HF,S_HFN_H1,20,Herbivore
583,2021-08-22 15:37:49,103.66,39.81,UP,HF,S_HFN_H1,20,Herbivore
584,2021-08-22 16:37:49,101.88,38.82,UP,HF,S_HFN_H1,20,Herbivore
585,2021-08-22 17:37:49,90.45,32.47,UP,HF,S_HFN_H1,20,Herbivore
586,2021-08-22 18:37:49,79.18,26.21,UP,HF,S_HFN_H1,20,Herbivore
587,2021-08-22 19:37:49,76.94,24.97,UP,HF,S_HFN_H1,20,Herbivore
588,2021-08-22 20:37:49,74.70,23.72,UP,HF,S_HFN_H1,20,Herbivore
589,2021-08-22 21:37:49,73.69,23.16,UP,HF,S_HFN_H1,20,Herbivore
590,2021-08-22 22:37:49,70.53,21.40,UP,HF,S_HFN_H1,20,Herbivore
591,2021-08-22 23:37:49,68.37,20.20,UP,HF,S_HFN_H1,20,Herbivore
592,2021-08-23 0:37:49,68.67,20.37,UP,HF,S_HFN_H1,20,Herbivore
593,2021-08-23 1:37:49,70.68,21.49,UP,HF,S_HFN_H1,20,Herbivore
594,2021-08-23 2:37:49,70.06,21.15,UP,HF,S_HFN_H1,20,Herbivore
595,2021-08-23 3:37:49,69.60,20.89,UP,HF,S_HFN_H1,20,Herbivore
596,2021-08-23 4:37:49,66.90,19.39,UP,HF,S_HFN_H1,20,Herbivore
597,2021-08-23 5:37:49,68.52,20.29,UP,HF,S_HFN_H1,20,Herbivore
598,2021-08-23 6:37:49,68.60,20.33,UP,HF,S_HFN_H1,20,Herbivore
599,2021-08-23 7:37:49,69.68,20.93,UP,HF,S_HFN_H1,20,Herbivore
600,2021-08-23 8:37:49,77.17,25.09,UP,HF,S_HFN_H1,20,Herbivore
601,2021-08-23 9:37:49,79.72,26.51,UP,HF,S_HFN_H1,20,Herbivore
602,2021-08-23 10:37:49,80.41,26.90,UP,HF,S_HFN_H1,20,Herbivore
603,2021-08-23 11:37:49,84.66,29.26,UP,HF,S_HFN_H1,20,Herbivore
604,2021-08-23 12:37:49,90.99,32.77,UP,HF,S_HFN_H1,20,Herbivore
605,2021-08-23 13:37:49,85.90,29.94,UP,HF,S_HFN_H1,20,Herbivore
606,2021-08-23 14:37:49,90.84,32.69,UP,HF,S_HFN_H1,20,Herbivore
