"","Event","Date_Time","TemperatureC","Field","Pop","Cage","Height","Treatment"
"202",202,"10/09/2021 19:40:22",11.67,"UP","SC","S_SCN_P1_20",20,"Predator"
"203",203,"10/09/2021 20:40:22",11.45,"UP","SC","S_SCN_P1_20",20,"Predator"
"204",204,"10/09/2021 21:40:22",9.44,"UP","SC","S_SCN_P1_20",20,"Predator"
"205",205,"10/09/2021 22:40:22",8.66,"UP","SC","S_SCN_P1_20",20,"Predator"
"206",206,"10/09/2021 23:40:22",8.41,"UP","SC","S_SCN_P1_20",20,"Predator"
"207",207,"10/10/2021 00:40:22",8.62,"UP","SC","S_SCN_P1_20",20,"Predator"
"208",208,"10/10/2021 01:40:22",8.41,"UP","SC","S_SCN_P1_20",20,"Predator"
"209",209,"10/10/2021 02:40:22",8.66,"UP","SC","S_SCN_P1_20",20,"Predator"
"210",210,"10/10/2021 03:40:22",8.62,"UP","SC","S_SCN_P1_20",20,"Predator"
"211",211,"10/10/2021 04:40:22",9.18,"UP","SC","S_SCN_P1_20",20,"Predator"
"212",212,"10/10/2021 05:40:22",9.65,"UP","SC","S_SCN_P1_20",20,"Predator"
"213",213,"10/10/2021 06:40:22",9.61,"UP","SC","S_SCN_P1_20",20,"Predator"
"214",214,"10/10/2021 07:40:22",10.21,"UP","SC","S_SCN_P1_20",20,"Predator"
"215",215,"10/10/2021 08:40:22",12.48,"UP","SC","S_SCN_P1_20",20,"Predator"
"216",216,"10/10/2021 09:40:22",14.28,"UP","SC","S_SCN_P1_20",20,"Predator"
"217",217,"10/10/2021 10:40:22",15.78,"UP","SC","S_SCN_P1_20",20,"Predator"
"218",218,"10/10/2021 11:40:22",16.34,"UP","SC","S_SCN_P1_20",20,"Predator"
"219",219,"10/10/2021 12:40:22",17.29,"UP","SC","S_SCN_P1_20",20,"Predator"
"220",220,"10/10/2021 13:40:22",18.49,"UP","SC","S_SCN_P1_20",20,"Predator"
"221",221,"10/10/2021 14:40:22",22.99,"UP","SC","S_SCN_P1_20",20,"Predator"
"222",222,"10/10/2021 15:40:22",25.27,"UP","SC","S_SCN_P1_20",20,"Predator"
"223",223,"10/10/2021 16:40:22",23.85,"UP","SC","S_SCN_P1_20",20,"Predator"
"224",224,"10/10/2021 17:40:22",17.29,"UP","SC","S_SCN_P1_20",20,"Predator"
"225",225,"10/10/2021 18:40:22",15.61,"UP","SC","S_SCN_P1_20",20,"Predator"
"226",226,"10/10/2021 19:40:22",14.97,"UP","SC","S_SCN_P1_20",20,"Predator"
"227",227,"10/10/2021 20:40:22",14.67,"UP","SC","S_SCN_P1_20",20,"Predator"
"228",228,"10/10/2021 21:40:22",14.41,"UP","SC","S_SCN_P1_20",20,"Predator"
"229",229,"10/10/2021 22:40:22",14.5,"UP","SC","S_SCN_P1_20",20,"Predator"
"230",230,"10/10/2021 23:40:22",14.58,"UP","SC","S_SCN_P1_20",20,"Predator"
"231",231,"10/11/2021 00:40:22",14.8,"UP","SC","S_SCN_P1_20",20,"Predator"
"232",232,"10/11/2021 01:40:22",14.88,"UP","SC","S_SCN_P1_20",20,"Predator"
"233",233,"10/11/2021 02:40:22",12.95,"UP","SC","S_SCN_P1_20",20,"Predator"
"234",234,"10/11/2021 03:40:22",10.85,"UP","SC","S_SCN_P1_20",20,"Predator"
"235",235,"10/11/2021 04:40:22",10.81,"UP","SC","S_SCN_P1_20",20,"Predator"
"236",236,"10/11/2021 05:40:22",10.04,"UP","SC","S_SCN_P1_20",20,"Predator"
"237",237,"10/11/2021 06:40:22",10.55,"UP","SC","S_SCN_P1_20",20,"Predator"
"238",238,"10/11/2021 07:40:22",10.68,"UP","SC","S_SCN_P1_20",20,"Predator"
"239",239,"10/11/2021 08:40:22",13,"UP","SC","S_SCN_P1_20",20,"Predator"
"240",240,"10/11/2021 09:40:22",16.3,"UP","SC","S_SCN_P1_20",20,"Predator"
"241",241,"10/11/2021 10:40:22",19.35,"UP","SC","S_SCN_P1_20",20,"Predator"
"242",242,"10/11/2021 11:40:22",20.42,"UP","SC","S_SCN_P1_20",20,"Predator"
"243",243,"10/11/2021 12:40:22",24.36,"UP","SC","S_SCN_P1_20",20,"Predator"
"244",244,"10/11/2021 13:40:22",23.03,"UP","SC","S_SCN_P1_20",20,"Predator"
"245",245,"10/11/2021 14:40:22",23.03,"UP","SC","S_SCN_P1_20",20,"Predator"
"246",246,"10/11/2021 15:40:22",23.08,"UP","SC","S_SCN_P1_20",20,"Predator"
"247",247,"10/11/2021 16:40:22",25.91,"UP","SC","S_SCN_P1_20",20,"Predator"
"248",248,"10/11/2021 17:40:22",21.1,"UP","SC","S_SCN_P1_20",20,"Predator"
"249",249,"10/11/2021 18:40:22",14.58,"UP","SC","S_SCN_P1_20",20,"Predator"
"250",250,"10/11/2021 19:40:22",13.34,"UP","SC","S_SCN_P1_20",20,"Predator"
"251",251,"10/11/2021 20:40:22",13.55,"UP","SC","S_SCN_P1_20",20,"Predator"
"252",252,"10/11/2021 21:40:22",13.43,"UP","SC","S_SCN_P1_20",20,"Predator"
"253",253,"10/11/2021 22:40:22",13.6,"UP","SC","S_SCN_P1_20",20,"Predator"
"254",254,"10/11/2021 23:40:22",13.9,"UP","SC","S_SCN_P1_20",20,"Predator"
